trait	trait_id	annotation	published_label	is_primary	annotation_interpretation	enrichment_off	enrichment_on	absolute_change	relative_change_percent	annotation_h2_off	annotation_h2_on	annotation_weight_sum	annotation_weight_fraction	status_off	status_on	optimizer
hemoglobin	30020_irnt	H3K27ac_PGC2		False	type_not_verified	2.7109179363377978	2.6937031774103937	-0.017214758927404095	-0.6350158629537694	0.14277587595754745	0.1421987246828795	1962395.0	0.2718694856896177	stationary	stationary	ai
hemoglobin	30020_irnt	H3K27ac_PGC2.flanking.500		False	type_not_verified	0.6925363594991775	0.763347032263658	0.0708106727644805	10.22483105662333	0.008936197308708947	0.009872785278229212	480793.0	0.06660888640317998	stationary	stationary	ai
hemoglobin	30020_irnt	H3K4me1_peaks_Trynka		False	type_not_verified	2.8744936509913726	2.8507852088756285	-0.023708442115744077	-0.8247867274838949	0.09850756731576595	0.09792199157820691	1276898.0	0.176900981982782	stationary	stationary	ai
hemoglobin	30020_irnt	H3K4me1_Trynka		False	type_not_verified	1.9461915002946224	1.9448453727513324	-0.0013461275432899988	-0.06916727069695705	0.16523185355047296	0.16550106077639581	3163415.0	0.43825835729953555	stationary	stationary	ai
hemoglobin	30020_irnt	H3K4me1_Trynka.flanking.500		False	type_not_verified	0.5752954445951562	0.5737926075456102	-0.001502837049546013	-0.261228741451891	0.020111665690736642	0.020105716541580575	1302582.0	0.18045923395063362	stationary	stationary	ai
hemoglobin	30020_irnt	H3K4me3_peaks_Trynka		False	type_not_verified	5.322745119876121	5.225322014260857	-0.09742310561526413	-1.8303169402470232	0.04286602145366473	0.04217917358869307	300072.0	0.04157186514939906	stationary	stationary	ai
hemoglobin	30020_irnt	H3K4me3_Trynka		False	type_not_verified	4.411614536690881	4.367633994501339	-0.043980542189542504	-0.9969262233534115	0.11373792110203051	0.11286556630146119	960629.0	0.13308519037631658	stationary	stationary	ai
hemoglobin	30020_irnt	H3K4me3_Trynka.flanking.500		False	type_not_verified	1.045029171978706	1.0907731481304943	0.04574397615178838	4.37729179035018	0.024494230443841008	0.025625793624396837	873340.0	0.12099220423623723	stationary	stationary	ai
hemoglobin	30020_irnt	H3K9ac_peaks_Trynka		False	type_not_verified	6.432949749218172	6.308612597334799	-0.12433715188337313	-1.932817085948546	0.049444215736931675	0.04860116650424035	286387.0	0.039675950253742265	stationary	stationary	ai
hemoglobin	30020_irnt	H3K9ac_Trynka		False	type_not_verified	4.2264012495832715	4.202401146232325	-0.02400010335094649	-0.5678614483968558	0.10575123096950556	0.10539492814253036	932315.0	0.12916257917020577	stationary	stationary	ai
hemoglobin	30020_irnt	H3K9ac_Trynka.flanking.500		False	type_not_verified	1.6752510651508783	1.6871682455211081	0.011917180370229818	0.7113668284196351	0.03384578753729007	0.034165722926868924	752788.0	0.10429097423980185	stationary	stationary	ai
hemoglobin	30020_irnt	Intron_UCSC		False	type_not_verified	1.207542421206831	1.2122268927041027	0.004684471497271581	0.3879343213955	0.09364877012632314	0.09423041344757387	2889666.0	0.40033327094431803	stationary	stationary	ai
hemoglobin	30020_irnt	Intron_UCSC.flanking.500		False	type_not_verified	15.680286292173767	15.381403696344886	-0.2988825958288803	-1.9061042015416252	0.02938945932668063	0.028896222980711515	69837.0	0.009675192441942542	stationary	stationary	ai
hemoglobin	30020_irnt	PromoterFlanking_Hoffman		False	type_not_verified	4.265771360479783	4.439752740945276	0.17398138046549327	4.0785444357694045	0.006971694923074933	0.007272891101379315	60896.0	0.008436509571495526	stationary	stationary	ai
hemoglobin	30020_irnt	PromoterFlanking_Hoffman.flanking.500		False	type_not_verified	2.911691195197739	2.877420664041036	-0.03427053115670331	-1.176997451282813	0.013882883235482608	0.013751346218705853	177657.0	0.024612535814227218	stationary	stationary	ai
hemoglobin	30020_irnt	Promoter_UCSC	Promoter	True	published_binary	3.988626573002736	3.965169799523855	-0.023456773478880866	-0.5880914908818369	0.034854576334156034	0.03473007491856028	325600.0	0.045108504934296884	stationary	stationary	ai
hemoglobin	30020_irnt	Promoter_UCSC.flanking.500		False	type_not_verified	3.1670545665739414	3.2898641345359474	0.12280956796200604	3.8777218826027138	0.006312275089178972	0.006572276623825795	74264.0	0.01028850740307317	stationary	stationary	ai
hemoglobin	30020_irnt	Repressed_Hoffman	Repressed	True	published_binary	0.13125943711159863	0.13510266412204286	0.0038432270104442334	2.9279624345613042	0.011621350321545425	0.011989400536103095	3298937.0	0.4570335256217278	stationary	stationary	ai
hemoglobin	30020_irnt	Repressed_Hoffman.flanking.500		False	type_not_verified	0.6624103876477261	0.6694873274924507	0.007076939844724572	1.068361845872512	0.03340807703053675	0.033843417026609826	1879197.0	0.2603432651935378	stationary	stationary	ai
hemoglobin	30020_irnt	SuperEnhancer_Hnisz		False	type_not_verified	3.0149898814302807	2.9996754577851794	-0.015314423645101272	-0.5079427874509546	0.09930762854857296	0.09903267786075386	1227283.0	0.1700273380260402	stationary	stationary	ai
hemoglobin	30020_irnt	SuperEnhancer_Hnisz.flanking.500		False	verified_binary	0.01246925253462907	0.0897621283028987	0.07729287576826963	619.8677551329977	7.53299968489635e-06	5.435358205014925e-05	22510.0	0.0031185271685227976	stationary	stationary	ai
hemoglobin	30020_irnt	TFBS_ENCODE		False	type_not_verified	4.474872499732133	4.421948543328339	-0.052923956403794215	-1.1826919405404812	0.11565847889320509	0.11455604085735949	963041.0	0.13341934797429425	stationary	stationary	ai
hemoglobin	30020_irnt	TFBS_ENCODE.flanking.500		False	type_not_verified	0.7574493839155668	0.7732947722605044	0.01584538834493754	2.0919402248406715	0.031291337251677064	0.03202012930812055	1539283.0	0.2132517039335974	stationary	stationary	ai
hemoglobin	30020_irnt	Transcr_Hoffman		False	type_not_verified	1.215321374779014	1.216767318397856	0.0014459436188420938	0.11897623532746149	0.08299402358073255	0.08328575374207867	2544507.0	0.352515069302374	stationary	stationary	ai
hemoglobin	30020_irnt	Transcr_Hoffman.flanking.500		False	type_not_verified	0.48275202438609544	0.4892113565350253	0.006459332148929853	1.3380227990020366	0.03904019903860437	0.03965445178788943	3013255.0	0.41745524581018045	stationary	stationary	ai
hemoglobin	30020_irnt	TSS_Hoffman		False	type_not_verified	11.821333474326888	11.473866903391192	-0.3474665709356959	-2.939317900897642	0.041023287657203464	0.039909960862115255	129304.0	0.01791372887599608	stationary	stationary	ai
hemoglobin	30020_irnt	TSS_Hoffman.flanking.500		False	type_not_verified	2.104008500329363	2.4696706874119054	0.3656621870825423	17.379311301513333	0.006601008922252262	0.007766214427341581	116899.0	0.016195144712267726	stationary	stationary	ai
hemoglobin	30020_irnt	UTR_3_UCSC		False	type_not_verified	4.8623411211311	4.817304704450574	-0.04503641668052527	-0.9262290645303151	0.010715685398808095	0.01064109079014389	82115.0	0.011376182072112374	stationary	stationary	ai
hemoglobin	30020_irnt	UTR_3_UCSC.flanking.500		False	type_not_verified	2.969557191761294	2.9416195631643993	-0.027937628596894637	-0.9408011630287705	0.008597747080665404	0.008536640196722133	107880.0	0.01494565575034382	stationary	stationary	ai
hemoglobin	30020_irnt	UTR_5_UCSC		False	type_not_verified	10.086084467662413	9.994404061722609	-0.09168040593980464	-0.9089791606816999	0.010699081928869167	0.010626452768975708	39525.0	0.005475779046462175	stationary	stationary	ai
hemoglobin	30020_irnt	UTR_5_UCSC.flanking.500		False	type_not_verified	3.8762790516046106	3.82638656199215	-0.04989248961246062	-1.2871232681715084	0.01586061907066472	0.01569283627380221	152459.0	0.021121614108654697	stationary	stationary	ai
hemoglobin	30020_irnt	WeakEnhancer_Hoffman		False	type_not_verified	2.704734452066803	2.7476587324206267	0.042924280353823896	1.587005346163406	0.011341603390692363	0.011548354708779844	156242.0	0.021645709545283828	stationary	stationary	ai
hemoglobin	30020_irnt	WeakEnhancer_Hoffman.flanking.500		False	type_not_verified	2.994166146958535	2.972311991445331	-0.02185415551320391	-0.7298912097915222	0.03959099240840774	0.03939330209287824	492684.0	0.06825626119486833	stationary	stationary	ai
hemoglobin	30020_irnt	GERP.NS		False	type_not_verified	1.7789464967539865	1.7699346174314818	-0.00901187932250469	-0.5065851805519994	0.6399039939309576	0.6381410144002876	13402934.667500004	1.8568376676381533	stationary	stationary	ai
hemoglobin	30020_irnt	GERP.RSsup4		False	type_not_verified	11.282270304198928	11.065496102235352	-0.21677420196357566	-1.9213703990312858	0.02059731923888103	0.020248487570354308	68024.0	0.009424020084922024	stationary	stationary	ai
hemoglobin	30020_irnt	MAFbin1		False	type_not_verified	0.7439026152276487	0.7444048406260064	0.0005022253983577585	0.06751225067329614	0.010791132657662223	0.010823497845757696	540504.0	0.07488122650800738	stationary	stationary	ai
hemoglobin	30020_irnt	MAFbin2		False	type_not_verified	0.543703901139223	0.5606076932569316	0.01690379211770865	3.1090069580685498	0.007716156039047984	0.007974530185038155	528794.0	0.07325892739013079	stationary	stationary	ai
hemoglobin	30020_irnt	MAFbin3		False	type_not_verified	1.0644252368781348	1.0624716415117468	-0.001953595366388061	-0.18353523560920015	0.015109946736093867	0.01511724383764978	528927.0	0.07327735316149524	stationary	stationary	ai
hemoglobin	30020_irnt	MAFbin4		False	type_not_verified	1.2663144451328985	1.2549572936467648	-0.011357151486133699	-0.8968666139587245	0.01816028497897804	0.01803921131037689	534354.0	0.07402920775694495	stationary	stationary	ai
hemoglobin	30020_irnt	MAFbin5		False	type_not_verified	0.9279679432289831	0.9330024094931809	0.00503446626419779	0.5425258815169531	0.013018967908949847	0.013120000410787312	522747.0	0.07242117822140323	stationary	stationary	ai
hemoglobin	30020_irnt	MAFbin6		False	type_not_verified	1.581920783966272	1.5738665593342522	-0.008054224632019658	-0.5091420957138992	0.022538114791570956	0.02247544311571382	530861.0	0.07354528881426836	stationary	stationary	ai
hemoglobin	30020_irnt	MAFbin7		False	type_not_verified	1.5715494020909813	1.5693217689395236	-0.0022276331514576864	-0.14174757398613957	0.02239832203900737	0.022418520415630826	531050.0	0.07357147280515468	stationary	stationary	ai
hemoglobin	30020_irnt	MAFbin8		False	type_not_verified	1.1036408928666857	1.101068584160017	-0.002572308706668691	-0.2330747912019815	0.01573217710294748	0.01573196294872358	531140.0	0.07358394137224339	stationary	stationary	ai
hemoglobin	30020_irnt	MAFbin9		False	type_not_verified	2.1926350627900644	2.180553918737035	-0.012081144053029291	-0.5509874514939339	0.031451761355716194	0.03135111185782816	534474.0	0.07404583251306325	stationary	stationary	ai
hemoglobin	30020_irnt	MAFbin10		False	type_not_verified	1.660946932499081	1.6526542265408488	-0.008292705958232283	-0.4992757923791724	0.02324482561019381	0.023182487516992065	521457.0	0.0722424620931316	stationary	stationary	ai
hemoglobin	30020_irnt	MAF_Adj_Predicted_Allele_Age		False	type_not_verified	-45.05754231614858	-44.153198280251225	0.9043440358973527	-2.0070869146656456	-0.05524298725119264	-0.05425994182708292	45683.31617238034	0.0063289499170051085	stationary	stationary	ai
hemoglobin	30020_irnt	MAF_Adj_LLD_AFR		False	type_not_verified	27.86695485294863	27.813563205509283	-0.05339164743934788	-0.19159483955492052	-0.07111088937059215	-0.07113948664397134	-95081.17995245176	-0.013172511901240603	stationary	stationary	ai
hemoglobin	30020_irnt	Recomb_Rate_10kb		False	type_not_verified	0.9521473212226697	0.9588611671721924	0.006713845949522734	0.7051268012707723	0.28185601933532567	0.28450270192868227	11029888.710776199	1.5280767485712337	stationary	stationary	ai
hemoglobin	30020_irnt	Nucleotide_Diversity_10kb		False	type_not_verified	0.8717758769394538	0.8730360409171664	0.0012601639777125584	0.1445513704894763	0.7450865443454824	0.7478965783952245	31845629.59503399	4.411881878757314	stationary	stationary	ai
hemoglobin	30020_irnt	Backgrd_Selection_Stat		False	type_not_verified	1.5854336504660282	1.5799840899739022	-0.005449560492126082	-0.3437268087834622	0.05614042334527749	0.0560773943448744	1319397.2600000002	0.18278881392201413	stationary	stationary	ai
hemoglobin	30020_irnt	CpG_Content_50kb		False	type_not_verified	1.445092690614211	1.4432542368527332	-0.0018384537614777319	-0.12722047335913533	0.0027725346108138536	0.0027754385336186496	71487.356595213	0.009903832241139455	stationary	stationary	ai
hemoglobin	30020_irnt	MAF_Adj_ASMC		False	type_not_verified	33.89288399581253	33.39815150876694	-0.4947324870455958	-1.4596942741925467	-0.07949186194045997	-0.07851345256120483	-87390.07473948758	-0.012106988997526871	stationary	stationary	ai
hemoglobin	30020_irnt	GTEx_eQTL_MaxCPP		False	type_not_verified	2.7455790142621526	2.805333889233615	0.05975487497146226	2.176403398374638	0.0042843311847299325	0.00438774264650743	58142.948916	0.008055102881056382	stationary	stationary	ai
hemoglobin	30020_irnt	BLUEPRINT_H3K27acQTL_MaxCPP		False	type_not_verified	3.5329230713117914	3.5124736949845716	-0.02044937632721977	-0.5788231420399081	0.009093826311680313	0.009062187742484558	95909.238013	0.013287230762143934	stationary	stationary	ai
hemoglobin	30020_irnt	BLUEPRINT_H3K4me1QTL_MaxCPP		False	type_not_verified	4.991333730704154	5.005552244878723	0.014218514174569208	0.28486402516234577	0.010255802045473737	0.010308904589067705	76559.83474299997	0.010606571508825456	stationary	stationary	ai
hemoglobin	30020_irnt	BLUEPRINT_DNA_methylation_MaxCPP		False	type_not_verified	3.5333200041698216	3.512397938739204	-0.020922065430617476	-0.5921361610588982	0.017282098468727435	0.017219665754798382	182247.45379399986	0.025248495604206653	stationary	stationary	ai
hemoglobin	30020_irnt	synonymous		False	type_not_verified	6.981610264761317	7.025047970651652	0.043437705890335465	0.6221731698427879	0.004463793401554569	0.004501997807014236	23823.0	0.0033004297083837676	stationary	stationary	ai
hemoglobin	30020_irnt	non_synonymous		False	type_not_verified	31.206855838569755	30.426049730337347	-0.780806108232408	-2.5020338872696724	0.01810076821813581	0.017688868926040432	21612.0	0.0029941185769042514	stationary	stationary	ai
hemoglobin	30020_irnt	Conserved_Vertebrate_phastCons46way		False	type_not_verified	8.488215992599661	8.313165058705659	-0.17505093389400272	-2.062281803934052	0.050194243915208214	0.049273271553018486	220336.0	0.030525268867331815	stationary	stationary	ai
hemoglobin	30020_irnt	Conserved_Vertebrate_phastCons46way.flanking.500		False	type_not_verified	1.1736815927757447	1.1852863435580079	0.011604750782263196	0.9887477876191264	0.08859232381207645	0.08967607288667698	2812508.0	0.3896438298395254	stationary	stationary	ai
hemoglobin	30020_irnt	Conserved_Mammal_phastCons46way		False	type_not_verified	10.464982699877595	10.237030888469741	-0.2279518114078538	-2.1782340013855928	0.04865485568971055	0.04770558087541144	173235.0	0.023999913551268185	stationary	stationary	ai
hemoglobin	30020_irnt	Conserved_Mammal_phastCons46way.flanking.500		False	type_not_verified	1.3779545527887032	1.3846319856442346	0.006677432855531462	0.4845902095985455	0.08843912135174972	0.08907408820918032	2391429.0	0.33130769916007574	stationary	stationary	ai
hemoglobin	30020_irnt	Conserved_Primate_phastCons46way		False	type_not_verified	10.66644095189107	10.447178888734838	-0.21926206315623276	-2.055625340684597	0.04578929501559858	0.044952200417379524	159953.0	0.022159830128241985	stationary	stationary	ai
hemoglobin	30020_irnt	Conserved_Primate_phastCons46way.flanking.500		False	type_not_verified	2.516629320587146	2.498416822182111	-0.018212498405035138	-0.7236861724549071	0.08069018253787177	0.0802922894843953	1194674.0	0.16550969909052887	stationary	stationary	ai
hemoglobin	30020_irnt	BivFlnk		False	type_not_verified	7.9294378071988945	7.796765938026731	-0.13267186917216378	-1.6731560597110007	0.020633745963238914	0.020335632247398833	96958.0	0.01343252586431068	stationary	stationary	ai
hemoglobin	30020_irnt	BivFlnk.flanking.500		False	type_not_verified	3.885349570803008	3.9975348473723455	0.11218527656933741	2.8873921001180802	0.012705026857645149	0.013102230855850163	121841.0	0.01687980758507269	stationary	stationary	ai
hemoglobin	30020_irnt	Human_Promoter_Villar		False	type_not_verified	9.405576443959674	9.30830475320825	-0.09727169075142506	-1.034191698201481	0.028422630594072944	0.028194016351126762	112597.0	0.015599147205426985	stationary	stationary	ai
hemoglobin	30020_irnt	Human_Promoter_Villar.flanking.500		False	type_not_verified	9.240612709753501	9.138266243298737	-0.10234646645476353	-1.1075722970916857	0.006416024567050417	0.006359698940611524	25871.0	0.0035841588794692713	stationary	stationary	ai
hemoglobin	30020_irnt	Human_Enhancer_Villar		False	type_not_verified	6.348239127541782	6.310905447657577	-0.03733367988420522	-0.5880950470538049	0.04177998535251011	0.041630744714030346	245224.0	0.033973243286265414	stationary	stationary	ai
hemoglobin	30020_irnt	Human_Enhancer_Villar.flanking.500		False	verified_binary	5.584756875598605	5.550178571481306	-0.03457830411729912	-0.619155048062725	0.010502996335200701	0.01046220918862042	70074.0	0.009708026335276168	stationary	stationary	ai
hemoglobin	30020_irnt	Ancient_Sequence_Age_Human_Promoter		False	type_not_verified	20.060649651805253	19.680380717949323	-0.3802689338559304	-1.8955963064820835	0.01745083676459401	0.017159801472391153	32413.0	0.004490485167184781	stationary	stationary	ai
hemoglobin	30020_irnt	Ancient_Sequence_Age_Human_Promoter.flanking.500		False	type_not_verified	7.454533056568513	7.376778650516514	-0.07775440605199879	-1.0430486451929566	0.007882985818246636	0.007818880092057126	39402.0	0.0054587386714409275	stationary	stationary	ai
hemoglobin	30020_irnt	Ancient_Sequence_Age_Human_Enhancer		False	type_not_verified	19.800508163219995	19.31545034389257	-0.4850578193274231	-2.449724094598904	0.021306817580986348	0.020833133184734887	40095.0	0.005554746638024059	stationary	stationary	ai
hemoglobin	30020_irnt	Ancient_Sequence_Age_Human_Enhancer.flanking.500		False	type_not_verified	6.572201508022032	6.663403447983455	0.09120193996142323	1.3876923866394275	0.0118518715524698	0.012044247604245734	67193.0	0.009308893648802859	stationary	stationary	ai
hemoglobin	30020_irnt	Human_Enhancer_Villar_Species_Enhancer_Count		False	type_not_verified	8.324264553781227	8.251340388003834	-0.07292416577739225	-0.8760433466073247	0.11324195210743651	0.1125106093867911	506885.0	0.07022366254183378	stationary	stationary	ai
hemoglobin	30020_irnt	Human_Promoter_Villar_ExAC		False	type_not_verified	13.995913412549672	13.750041835936727	-0.24587157661294512	-1.7567383375813095	0.007378005716107374	0.007265228207880456	19642.0	0.002721195497295637	stationary	stationary	ai
hemoglobin	30020_irnt	Human_Promoter_Villar_ExAC.flanking.500		False	verified_binary	6.245061879480283	6.570988758476901	0.32592687899661765	5.218953555408823	0.0007403143690720376	0.0007807601838571408	4417.0	0.0006119295647874365	stationary	stationary	ai
