trait	trait_id	annotation	published_label	is_primary	annotation_interpretation	enrichment_off	enrichment_on	absolute_change	relative_change_percent	annotation_h2_off	annotation_h2_on	annotation_weight_sum	annotation_weight_fraction	status_off	status_on	optimizer
weight	21002_irnt	WeakEnhancer_Hoffman.flanking.500		False	type_not_verified	1.4362663482928195	1.4417375201367812	0.005471171843961731	0.3809301701223289	0.028202668747366995	0.028347380485439767	492677.0	0.06825544271477328	stationary	stationary	ai
weight	21002_irnt	GERP.NS		False	type_not_verified	1.8976809516593334	1.8941176848535561	-0.003563266805777232	-0.18776954064178009	1.0137078851513828	1.0131368132953886	13402835.684000004	1.8568280704087696	stationary	stationary	ai
weight	21002_irnt	GERP.RSsup4		False	type_not_verified	12.591403035680022	12.396722729364683	-0.19468030631533928	-1.5461367233157164	0.03413680254593062	0.03365325785858494	68023.0	0.00942390243463166	stationary	stationary	ai
weight	21002_irnt	MAFbin1		False	type_not_verified	0.556569973317324	0.5602420515830226	0.0036720782656985973	0.6597693806246641	0.011989791146348242	0.012084788662391911	540504.0	0.07488139249265911	stationary	stationary	ai
weight	21002_irnt	MAFbin2		False	type_not_verified	0.7391844876115445	0.7416440920969514	0.00245960448540683	0.3327456848227772	0.015578738812431917	0.01565115902519377	528794.0	0.07325908977873093	stationary	stationary	ai
weight	21002_irnt	MAFbin3		False	type_not_verified	0.7645312725556956	0.7662849212608601	0.001753648705164479	0.22937566691056954	0.016116989560519403	0.016175229843003867	528927.0	0.07327751559093866	stationary	stationary	ai
weight	21002_irnt	MAFbin4		False	type_not_verified	0.9243336361480363	0.925686211398409	0.0013525752503726896	0.14632976638275785	0.019685695130864145	0.019740461581719097	534354.0	0.07402937185297864	stationary	stationary	ai
weight	21002_irnt	MAFbin5		False	type_not_verified	1.379084122705492	1.3749116382524353	-0.004172484453056624	-0.3025547451645738	0.028732620764012663	0.02868341002850989	522747.0	0.07242133875301585	stationary	stationary	ai
weight	21002_irnt	MAFbin6		False	type_not_verified	1.3063634037581031	1.3052091355178936	-0.0011542682402094773	-0.08835736188635979	0.02763998223620197	0.0276519249567664	530861.0	0.07354545183762842	stationary	stationary	ai
weight	21002_irnt	MAFbin7		False	type_not_verified	1.71463730739397	1.707791150594284	-0.006846156799686032	-0.39927725648821744	0.03629114037580548	0.036193836139943196	531050.0	0.07357163588655519	stationary	stationary	ai
weight	21002_irnt	MAFbin8		False	type_not_verified	1.5351772956472527	1.5327899990528149	-0.0023872965944378155	-0.1555062468163504	0.03249828785761391	0.03249047878753819	531140.0	0.07358410448128222	stationary	stationary	ai
weight	21002_irnt	MAFbin9		False	type_not_verified	1.6579619780102064	1.6528110737745338	-0.005150904235672549	-0.3106768613508448	0.035317835805415906	0.03525447415292909	534474.0	0.07404599664594802	stationary	stationary	ai
weight	21002_irnt	MAFbin10		False	type_not_verified	1.6889033243301126	1.6832357809900411	-0.005667543340071468	-0.335575355819695	0.035100736200036745	0.03502901296991771	521457.0	0.07224262222859507	stationary	stationary	ai
weight	21002_irnt	MAF_Adj_Predicted_Allele_Age		False	type_not_verified	-53.25310134015306	-53.06772802624021	0.18537331391284795	-0.34809862570966965	-0.09696063706626709	-0.09675035352764301	45683.31617238036	0.006328963946002722	stationary	stationary	ai
weight	21002_irnt	MAF_Adj_LLD_AFR		False	type_not_verified	17.654659989648593	17.739420352940872	0.0847603632922791	0.4801019297000053	-0.06690319429964865	-0.06731292015486873	-95081.17995245186	-0.01317254109994505	stationary	stationary	ai
